18.0,8,307.0,130.0,3504,12.0,70,1,"chevrolet chevelle malibu",2881
15.0,8,350.0,165.0,3693,11.5,70,1,"buick skylark 320",2847
18.0,8,318.0,150.0,3436,11.0,70,1,"plymouth satellite",2831
17.0,8,302.0,140.0,3449,10.5,70,1,"ford torino",2778
15.0,8,429.0,198.0,4341,10.0,70,1,"ford galaxie 500",3137
14.0,8,454.0,220.0,4354,9.0,70,1,"chevrolet impala",3132
14.0,8,440.0,215.0,4312,8.5,70,1,"plymouth fury iii",3174
14.0,8,455.0,225.0,4425,10.0,70,1,"pontiac catalina",3164
15.0,8,390.0,190.0,3850,8.5,70,1,"amc ambassador dpl",3114
15.0,8,383.0,170.0,3563,10.0,70,1,"dodge challenger se",3914
15.0,8,400.0,150.0,3761,9.5,70,1,"chevrolet monte carlo",3123
14.0,8,455.0,225.0,3086,10.0,70,1,"buick estate wagon (sw)",4226
24.0,4,113.0,95.0,2372,15.0,70,3,"toyota corona mark ii",2170
22.0,6,198.0,95.0,2833,15.5,70,1,"plymouth duster",2547
21.0,6,200.0,85.0,2587,16.0,70,1,"ford maverick",1995
28.0,4,140.0,90.0,2264,15.5,71,1,"chevrolet vega 2300",2090
25.0,4,113.0,95.0,2228,14.0,71,3,"toyota corona",2150
19.0,6,232.0,100.0,2634,13.0,71,1,"amc gremlin",1999
16.0,6,225.0,105.0,3439,15.5,71,1,"plymouth satellite custom",3003
19.0,6,250.0,88.0,3302,15.5,71,1,"ford torino 500",2950
18.0,6,232.0,100.0,3288,15.5,71,1,"amc matador",3100
14.0,8,350.0,165.0,4209,12.0,71,1,"chevrolet impala",3813
14.0,8,400.0,175.0,4464,11.5,71,1,"pontiac catalina brougham",4154
14.0,8,318.0,150.0,4096,13.0,71,1,"plymouth fury iii",3612
12.0,8,383.0,180.0,4955,11.5,71,1,"dodge monaco (sw)",4689
13.0,8,400.0,170.0,4746,12.0,71,1,"ford country squire (sw)",4074
13.0,8,400.0,175.0,5140,12.0,71,1,"pontiac safari (sw)",4643
18.0,6,258.0,110.0,2962,13.5,71,1,"amc hornet sportabout (sw)",2334
22.0,4,140.0,72.0,2408,19.0,71,1,"chevrolet vega (sw)",2328
19.0,6,250.0,100.0,3282,15.0,71,1,"pontiac firebird",3168
18.0,6,250.0,88.0,3139,14.5,71,1,"ford mustang",3322
30.0,4,79.0,70.0,2074,19.5,71,2,"peugeot 304",2479
30.0,4,88.0,76.0,2065,14.5,71,2,"fiat 124b",2081
31.0,4,71.0,65.0,1773,19.0,71,3,"toyota corolla 1200",1798
26.0,4,91.0,70.0,1955,20.5,71,1,"plymouth cricket",1915
24.0,4,113.0,95.0,2278,15.5,72,3,"toyota corona hardtop",2532
25.0,4,97.5,80.0,2126,17.0,72,1,"dodge colt hardtop",2233
23.0,4,97.0,54.0,2254,23.5,72,2,"volkswagen type 3",2549
20.0,4,140.0,90.0,2408,19.5,72,1,"chevrolet vega",2160
21.0,4,122.0,86.0,2226,16.5,72,1,"ford pinto runabout",2078
13.0,8,350.0,165.0,4274,12.0,72,1,"chevrolet impala",3979
14.0,8,400.0,175.0,4385,12.0,72,1,"pontiac catalina",4080
15.0,8,318.0,150.0,4135,13.5,72,1,"plymouth fury iii",3785
17.0,8,304.0,150.0,3672,11.5,72,1,"amc ambassador sst",3902
11.0,8,429.0,208.0,4633,11.0,72,1,"mercury marquis",4572
13.0,8,350.0,155.0,4502,13.5,72,1,"buick lesabre custom",4291
12.0,8,350.0,160.0,4456,13.5,72,1,"oldsmobile delta 88 royale",4387
13.0,8,400.0,190.0,4422,12.5,72,1,"chrysler newport royal",4124
19.0,3,70.0,97.0,2330,13.5,72,3,"mazda rx2 coupe",2290
15.0,8,304.0,150.0,3892,12.5,72,1,"amc matador (sw)",3239
13.0,8,307.0,130.0,4098,14.0,72,1,"chevrolet chevelle concours (sw)",3244
14.0,8,318.0,150.0,4077,14.0,72,1,"plymouth satellite custom (sw)",3340
18.0,4,121.0,112.0,2933,14.5,72,2,"volvo 145e (sw)",3890
22.0,4,121.0,76.0,2511,18.0,72,2,"volkswagen 411 (sw)",3275
21.0,4,120.0,87.0,2979,19.5,72,2,"peugeot 504 (sw)",4095
26.0,4,96.0,69.0,2189,18.0,72,2,"renault 12 (sw)",2695
22.0,4,122.0,86.0,2395,16.0,72,1,"ford pinto (sw)",2265
28.0,4,98.0,80.0,2164,15.0,72,1,"dodge colt (sw)",2451
27.0,4,97.0,88.0,2100,16.5,72,3,"toyota corolla 1600 (sw)",2301
13.0,8,350.0,175.0,4100,13.0,73,1,"buick century 350",3057
14.0,8,304.0,150.0,3672,11.5,73,1,"amc matador",2986
13.0,8,350.0,145.0,3988,13.0,73,1,"chevrolet malibu",3010
14.0,8,302.0,137.0,4042,14.5,73,1,"ford gran torino",3015
15.0,8,318.0,150.0,3777,12.5,73,1,"dodge coronet custom",3129
12.0,8,429.0,198.0,4952,11.5,73,1,"mercury marquis brougham",5151
13.0,8,400.0,150.0,4464,12.0,73,1,"chevrolet caprice classic",4345
13.0,8,351.0,158.0,4363,13.0,73,1,"ford ltd",3950
14.0,8,318.0,150.0,4237,14.5,73,1,"plymouth fury gran sedan",4064
13.0,8,440.0,215.0,4735,11.0,73,1,"chrysler new yorker brougham",5413
12.0,8,455.0,225.0,4951,11.0,73,1,"buick electra 225 custom",4993
13.0,8,360.0,175.0,3821,11.0,73,1,"amc ambassador brougham",4477
18.0,6,225.0,105.0,3121,16.5,73,1,"plymouth valiant",2447
16.0,6,250.0,100.0,3278,18.0,73,1,"chevrolet nova custom",2641
18.0,6,232.0,100.0,2945,16.0,73,1,"amc hornet",2449
18.0,6,250.0,88.0,3021,16.5,73,1,"ford maverick",2248
26.0,4,97.0,46.0,1950,21.0,73,2,"volkswagen super beetle",2499
11.0,8,400.0,150.0,4997,14.0,73,1,"chevrolet impala",3836
12.0,8,350.0,180.0,4499,12.5,73,1,"oldsmobile vista cruiser",3789
18.0,6,232.0,100.0,2789,15.0,73,1,"amc gremlin",2098
20.0,4,97.0,88.0,2279,19.0,73,3,"toyota carina",2589
21.0,4,140.0,72.0,2401,19.5,73,1,"chevrolet vega",2192
18.0,3,70.0,90.0,2124,13.5,73,3,"maxda rx3",3295
19.0,4,122.0,85.0,2310,18.5,73,1,"ford pinto",2021
26.0,4,98.0,90.0,2265,15.5,73,2,"fiat 124 sport coupe",3674
15.0,8,350.0,145.0,4082,13.0,73,1,"chevrolet monte carlo s",3562
16.0,8,400.0,230.0,4278,9.5,73,1,"pontiac grand prix",4583
29.0,4,68.0,49.0,1867,19.5,73,2,"fiat 128",2195
19.0,4,121.0,112.0,2868,15.5,73,2,"volvo 144ea",4340
15.0,8,318.0,150.0,3399,11.0,73,1,"dodge dart custom",2658
24.0,4,121.0,110.0,2660,14.0,73,2,"saab 99le",4095
11.0,8,350.0,180.0,3664,11.0,73,1,"oldsmobile omega",2777
20.0,6,198.0,95.0,3102,16.5,74,1,"plymouth duster",2829
19.0,6,232.0,100.0,2901,16.0,74,1,"amc hornet",2849
15.0,6,250.0,100.0,3336,17.0,74,1,"chevrolet nova",2919
26.0,4,122.0,80.0,2451,16.5,74,1,"ford pinto",2527
32.0,4,71.0,65.0,1836,21.0,74,3,"toyota corolla 1200",2199
25.0,4,140.0,75.0,2542,17.0,74,1,"chevrolet vega",2505
16.0,6,258.0,110.0,3632,18.0,74,1,"amc matador",3699
18.0,6,225.0,105.0,3613,16.5,74,1,"plymouth satellite sebring",3468
16.0,8,302.0,140.0,4141,14.0,74,1,"ford gran torino",3411
13.0,8,350.0,150.0,4699,14.5,74,1,"buick century luxus (sw)",4371
14.0,8,318.0,150.0,4457,13.5,74,1,"dodge coronet custom (sw)",3882
14.0,8,302.0,140.0,4638,16.0,74,1,"ford gran torino (sw)",4017
14.0,8,304.0,150.0,4257,15.5,74,1,"amc matador (sw)",3477
29.0,4,98.0,83.0,2219,16.5,74,2,"audi fox",3975
26.0,4,79.0,67.0,1963,15.5,74,2,"volkswagen dasher",4100
26.0,4,97.0,78.0,2300,14.5,74,2,"opel manta",3275
31.0,4,76.0,52.0,1649,16.5,74,3,"toyota corona",3344
28.0,4,90.0,75.0,2125,14.5,74,1,"dodge colt",2585
24.0,4,90.0,75.0,2108,15.5,74,2,"fiat 128",2684
26.0,4,116.0,75.0,2246,14.0,74,2,"fiat 124 tc",4343
24.0,4,120.0,97.0,2489,15.0,74,3,"honda civic",2545
26.0,4,108.0,93.0,2391,15.5,74,3,"subaru",2997
31.0,4,79.0,67.0,2000,16.0,74,2,"fiat x1.9",4167
19.0,6,225.0,95.0,3264,16.0,75,1,"plymouth valiant custom",3422
18.0,6,250.0,105.0,3459,16.0,75,1,"chevrolet nova",3280
15.0,6,250.0,72.0,3432,21.0,75,1,"mercury monarch",3892
15.0,6,250.0,72.0,3158,19.5,75,1,"ford maverick",3025
16.0,8,400.0,170.0,4668,11.5,75,1,"pontiac catalina",4700
15.0,8,350.0,145.0,4440,14.0,75,1,"chevrolet bel air",4345
16.0,8,318.0,150.0,4498,14.5,75,1,"plymouth grand fury",4565
14.0,8,351.0,148.0,4657,13.5,75,1,"ford ltd",4753
17.0,6,231.0,110.0,3907,21.0,75,1,"buick century",4022
15.0,6,258.0,110.0,3730,19.0,75,1,"amc matador",3545
18.0,6,225.0,95.0,3785,19.0,75,1,"plymouth fury",3672
21.0,6,231.0,110.0,3039,15.0,75,1,"buick skyhawk",4173
20.0,8,262.0,110.0,3221,13.5,75,1,"chevrolet monza 2+2",3953
13.0,8,302.0,129.0,3169,12.0,75,1,"ford mustang ii",3801
29.0,4,97.0,75.0,2171,16.0,75,3,"toyota corolla",2711
20.0,6,232.0,100.0,2914,16.0,75,1,"amc gremlin",2798
23.0,4,140.0,78.0,2592,18.5,75,1,"pontiac astro",3079
