39,Government,Bachelors,Never-married,White,Male,United-States,<=50K
50,Self-employed,Bachelors,Married-civ-spouse,White,Male,United-States,<=50K
38,Private,HS,Divorced,White,Male,United-States,<=50K
53,Private,HS,Married-civ-spouse,Black,Male,United-States,<=50K
28,Private,Bachelors,Married-civ-spouse,Black,Female,Cuba,<=50K
37,Private,Masters,Married-civ-spouse,White,Female,United-States,<=50K
49,Private,HS,Married-spouse-absent,Black,Female,Jamaica,<=50K
52,Self-employed,HS,Married-civ-spouse,White,Male,United-States,>50K
31,Private,Masters,Never-married,White,Female,United-States,>50K
42,Private,Bachelors,Married-civ-spouse,White,Male,United-States,>50K
37,Private,College-drop-out,Married-civ-spouse,Black,Male,United-States,>50K
30,Government,Bachelors,Married-civ-spouse,Asian-Pac-Islander,Male,India,>50K
23,Private,Bachelors,Never-married,White,Female,United-States,<=50K
32,Private,Associate,Never-married,Black,Male,United-States,<=50K
34,Private,Middleschool,Married-civ-spouse,Amer-Indian-Eskimo,Male,Mexico,<=50K
25,Self-employed,HS,Never-married,White,Male,United-States,<=50K
32,Private,HS,Never-married,White,Male,United-States,<=50K
38,Private,HS,Married-civ-spouse,White,Male,United-States,<=50K
43,Self-employed,Masters,Divorced,White,Female,United-States,>50K
40,Private,Doctorate,Married-civ-spouse,White,Male,United-States,>50K
54,Private,HS,Separated,Black,Female,United-States,<=50K
35,Government,HS,Married-civ-spouse,Black,Male,United-States,<=50K
43,Private,HS,Married-civ-spouse,White,Male,United-States,<=50K
59,Private,HS,Divorced,White,Female,United-States,<=50K
56,Government,Bachelors,Married-civ-spouse,White,Male,United-States,>50K
19,Private,HS,Never-married,White,Male,United-States,<=50K
39,Private,HS,Divorced,White,Male,United-States,<=50K
49,Private,HS,Married-civ-spouse,White,Male,United-States,<=50K
23,Government,Associate,Never-married,White,Male,United-States,<=50K
20,Private,College-drop-out,Never-married,Black,Male,United-States,<=50K
45,Private,Bachelors,Divorced,White,Male,United-States,<=50K
30,Government,College-drop-out,Married-civ-spouse,White,Male,United-States,<=50K
22,Government,College-drop-out,Married-civ-spouse,Black,Male,United-States,<=50K
48,Private,HS,Never-married,White,Male,Puerto-Rico,<=50K
21,Private,College-drop-out,Never-married,White,Male,United-States,<=50K
19,Private,HS,Married-AF-spouse,White,Female,United-States,<=50K
48,Self-employed,Associate,Married-civ-spouse,White,Male,United-States,<=50K
31,Private,HS,Married-civ-spouse,White,Male,United-States,<=50K
53,Self-employed,Bachelors,Married-civ-spouse,White,Male,United-States,<=50K
24,Private,Bachelors,Married-civ-spouse,White,Male,United-States,<=50K
49,Private,HS,Separated,White,Female,United-States,<=50K
25,Private,HS,Never-married,White,Male,United-States,<=50K
57,Government,Bachelors,Married-civ-spouse,Black,Male,United-States,>50K
53,Private,HS,Married-civ-spouse,White,Male,United-States,<=50K
44,Private,Masters,Divorced,White,Female,United-States,<=50K
41,Government,Associate,Married-civ-spouse,White,Male,United-States,<=50K
29,Private,Associate,Never-married,White,Male,United-States,<=50K
25,Private,College-drop-out,Married-civ-spouse,Other,Female,United-States,<=50K
47,Private,Prof-school,Married-civ-spouse,White,Female,Honduras,>50K
50,Government,Bachelors,Divorced,White,Male,United-States,>50K
47,Self-employed,HS,Divorced,White,Male,United-States,<=50K
43,Private,College-drop-out,Married-civ-spouse,White,Male,United-States,>50K
46,Private,Elementary,Married-civ-spouse,White,Male,Mexico,<=50K
35,Private,Associate,Married-civ-spouse,White,Male,Puerto-Rico,<=50K
41,Private,HS,Married-civ-spouse,White,Male,United-States,<=50K
30,Private,HS,Married-civ-spouse,White,Male,United-States,<=50K
30,Private,Bachelors,Married-civ-spouse,White,Male,United-States,<=50K
48,Private,HS,Married-civ-spouse,White,Male,United-States,<=50K
42,Private,Doctorate,Married-civ-spouse,White,Male,United-States,>50K
29,Private,College-drop-out,Divorced,White,Male,United-States,<=50K
36,Private,HS,Married-civ-spouse,White,Male,United-States,<=50K
28,Private,College-drop-out,Divorced,White,Female,United-States,<=50K
53,Private,HS,Married-civ-spouse,White,Female,United-States,>50K
49,Self-employed,College-drop-out,Married-civ-spouse,White,Male,United-States,>50K
19,Private,College-drop-out,Never-married,White,Male,United-States,<=50K
31,Private,Bachelors,Separated,Black,Female,United-States,<=50K
29,Self-employed,Bachelors,Married-civ-spouse,White,Male,United-States,>50K
23,Private,College-drop-out,Never-married,White,Male,United-States,<=50K
79,Private,College-drop-out,Married-civ-spouse,White,Male,United-States,<=50K
27,Private,HS,Never-married,White,Male,Mexico,<=50K
40,Private,Associate,Married-civ-spouse,White,Male,United-States,<=50K
18,Private,HS,Never-married,White,Female,United-States,<=50K
31,Government,Middleschool,Married-civ-spouse,White,Male,United-States,<=50K
18,Private,HS,Never-married,White,Male,United-States,<=50K
52,Private,Bachelors,Married-civ-spouse,White,Male,Cuba,<=50K
46,Private,HS,Married-civ-spouse,White,Female,United-States,<=50K
59,Private,HS,Married-civ-spouse,White,Male,United-States,<=50K
44,Private,HS,Divorced,White,Female,United-States,>50K
53,Private,HS,Divorced,White,Female,United-States,<=50K
49,Government,HS,Married-civ-spouse,White,Male,United-States,>50K
33,Private,Masters,Married-civ-spouse,White,Male,United-States,<=50K
30,Private,HS,Never-married,White,Male,United-States,<=50K
43,Government,Doctorate,Never-married,White,Female,United-States,>50K
57,Private,Associate,Married-civ-spouse,White,Male,United-States,<=50K
37,Private,College-drop-out,Divorced,White,Female,United-States,<=50K
28,Private,College-drop-out,Divorced,Black,Female,United-States,<=50K
34,Government,Bachelors,Married-civ-spouse,White,Male,United-States,>50K
29,Government,College-drop-out,Never-married,White,Male,United-States,<=50K
48,Self-employed,Doctorate,Married-civ-spouse,White,Male,United-States,>50K
37,Private,College-drop-out,Married-civ-spouse,White,Male,United-States,>50K
48,Private,Associate,Divorced,White,Female,England,<=50K
32,Government,HS,Never-married,Black,Male,United-States,<=50K
76,Private,Masters,Married-civ-spouse,White,Male,United-States,>50K
44,Private,Bachelors,Married-civ-spouse,White,Male,United-States,>50K
47,Self-employed,Masters,Never-married,White,Female,United-States,<=50K
20,Private,College-drop-out,Never-married,White,Female,United-States,<=50K
29,Private,HS,Never-married,White,Male,United-States,<=50K
32,Self-employed,HS,Married-civ-spouse,White,Male,United-States,>50K
30,Private,HS,Never-married,White,Male,United-States,<=50K
31,Government,HS,Never-married,White,Female,United-States,<=50K
42,Private,HS,Married-civ-spouse,White,Male,United-States,<=50K
24,Private,Bachelors,Never-married,White,Male,United-States,<=50K
38,Private,Prof-school,Married-civ-spouse,White,Male,United-States,>50K
56,Self-employed,HS,Married-civ-spouse,White,Male,Canada,>50K
28,Private,College-drop-out,Married-civ-spouse,White,Female,United-States,<=50K
36,Private,HS,Never-married,White,Female,United-States,<=50K
53,Private,HS,Married-civ-spouse,White,Male,United-States,<=50K
56,Self-employed,College-drop-out,Married-civ-spouse,White,Male,United-States,<=50K
49,Government,Associate,Married-civ-spouse,Black,Male,United-States,>50K
55,Private,College-drop-out,Married-civ-spouse,White,Male,United-States,<=50K
22,Private,HS,Never-married,White,Male,United-States,<=50K
21,Private,College-drop-out,Never-married,White,Female,United-States,<=50K
40,Private,Bachelors,Married-civ-spouse,White,Male,United-States,<=50K
30,Private,Bachelors,Never-married,Black,Male,Germany,<=50K
29,Government,Bachelors,Married-civ-spouse,White,Male,United-States,>50K
19,Private,College-drop-out,Never-married,Black,Male,United-States,<=50K
47,Private,Bachelors,Married-civ-spouse,White,Female,United-States,>50K
20,Private,College-drop-out,Never-married,White,Female,United-States,<=50K
31,Private,Associate,Married-civ-spouse,White,Male,United-States,>50K
39,Private,College-drop-out,Divorced,White,Male,United-States,<=50K
28,Private,Associate,Never-married,White,Female,United-States,<=50K
24,Private,HS,Never-married,White,Female,United-States,<=50K
38,Self-employed,HS,Married-civ-spouse,White,Male,United-States,<=50K
37,Private,Bachelors,Married-civ-spouse,White,Male,United-States,<=50K
46,Private,Associate,Divorced,Black,Female,United-States,<=50K
38,Government,Masters,Married-civ-spouse,White,Male,Iran,>50K
43,Self-employed,HS,Married-civ-spouse,White,Male,United-States,<=50K
27,Private,Associate,Married-civ-spouse,White,Female,United-States,<=50K
20,Private,College-drop-out,Never-married,White,Male,United-States,<=50K
49,Private,College-drop-out,Married-civ-spouse,Asian-Pac-Islander,Male,United-States,>50K
61,Self-employed,HS,Married-civ-spouse,White,Male,United-States,<=50K
27,Private,College-drop-out,Never-married,White,Female,United-States,<=50K
19,Private,College-drop-out,Never-married,White,Male,Mexico,<=50K
45,Private,Associate,Never-married,White,Female,United-States,>50K
70,Private,College-drop-out,Never-married,White,Male,United-States,<=50K
31,Private,HS,Never-married,Black,Female,United-States,<=50K
22,Private,College-drop-out,Married-civ-spouse,White,Male,United-States,<=50K
36,Private,HS,Widowed,White,Female,United-States,<=50K
64,Private,HS,Married-civ-spouse,White,Male,United-States,<=50K
47,Government,College-drop-out,Divorced,White,Female,Mexico,<=50K
34,Private,HS,Never-married,White,Female,United-States,<=50K
33,Private,Bachelors,Never-married,Asian-Pac-Islander,Female,Philippines,<=50K
21,Private,HS,Never-married,White,Male,United-States,<=50K
48,Private,HS,Married-civ-spouse,White,Male,United-States,<=50K
23,Private,Bachelors,Never-married,White,Male,United-States,<=50K
71,Self-employed,College-drop-out,Separated,Black,Male,United-States,<=50K
29,Private,HS,Divorced,White,Male,United-States,<=50K
42,Private,Bachelors,Separated,Black,Male,United-States,<=50K
25,Private,HS,Never-married,White,Female,United-States,<=50K
44,Self-employed,Masters,Divorced,Asian-Pac-Islander,Female,United-States,<=50K
28,Private,HS,Never-married,Asian-Pac-Islander,Female,England,<=50K
45,Self-employed,Masters,Married-civ-spouse,White,Male,United-States,>50K
36,Private,College-drop-out,Divorced,White,Female,Mexico,<=50K
39,Government,Associate,Never-married,White,Male,United-States,<=50K
46,Government,Masters,Widowed,White,Male,United-States,<=50K
18,Private,HS,Never-married,White,Male,United-States,<=50K
66,Government,Associate,Widowed,White,Female,United-States,<=50K
27,Private,HS,Never-married,White,Male,United-States,<=50K
28,Government,HS,Married-civ-spouse,White,Male,United-States,<=50K
51,Private,College-drop-out,Married-civ-spouse,White,Male,United-States,>50K
27,Private,Bachelors,Never-married,White,Male,United-States,<=50K
28,Government,Bachelors,Married-civ-spouse,White,Male,United-States,>50K
27,Private,HS,Married-spouse-absent,White,Female,United-States,<=50K
21,Private,HS,Never-married,Black,Male,United-States,<=50K
34,Private,HS,Never-married,Black,Male,United-States,<=50K
18,Private,HS,Never-married,White,Male,United-States,<=50K
33,Private,Bachelors,Married-civ-spouse,White,Male,United-States,<=50K
44,Government,College-drop-out,Married-civ-spouse,Black,Male,United-States,>50K
43,Private,College-drop-out,Divorced,White,Female,United-States,<=50K
30,Private,College-drop-out,Never-married,Black,Male,United-States,<=50K
40,Private,Middleschool,Married-civ-spouse,White,Male,Mexico,>50K
37,Government,College-drop-out,Married-civ-spouse,White,Male,United-States,>50K
34,Private,HS,Married-civ-spouse,Black,Male,United-States,<=50K
41,Self-employed,Bachelors,Divorced,White,Female,United-States,<=50K
31,Private,Masters,Married-civ-spouse,White,Female,United-States,<=50K
58,Government,Doctorate,Married-civ-spouse,White,Male,United-States,>50K
38,Private,College-drop-out,Divorced,Black,Female,United-States,<=50K
24,Private,College-drop-out,Married-civ-spouse,White,Male,United-States,<=50K
41,Government,Bachelors,Married-civ-spouse,Black,Male,United-States,<=50K
47,Private,College-drop-out,Married-civ-spouse,White,Male,United-States,<=50K
41,Government,Bachelors,Married-civ-spouse,White,Male,United-States,<=50K
23,Private,Elementary,Married-civ-spouse,White,Male,Mexico,<=50K
36,Private,College-drop-out,Divorced,White,Male,United-States,<=50K
40,Government,Masters,Never-married,White,Female,United-States,>50K
35,Private,Masters,Married-civ-spouse,White,Male,United-States,>50K
24,Self-employed,HS,Never-married,White,Male,United-States,<=50K
26,Private,Masters,Never-married,White,Female,United-States,<=50K
51,Private,Bachelors,Married-civ-spouse,White,Male,United-States,>50K
42,Government,College-drop-out,Never-married,White,Female,United-States,<=50K
37,Government,HS,Divorced,White,Female,United-States,<=50K
18,Private,HS,Never-married,White,Female,United-States,<=50K
36,Private,Bachelors,Married-civ-spouse,Black,Male,United-States,>50K
35,Private,HS,Divorced,White,Male,United-States,<=50K
58,Self-employed,HS,Married-civ-spouse,White,Female,United-States,>50K
17,Private,HS,Never-married,White,Female,United-States,<=50K
44,Government,HS,Married-civ-spouse,Black,Male,United-States,<=50K
37,Private,HS,Married-civ-spouse,White,Male,United-States,>50K
35,Private,College-drop-out,Never-married,Amer-Indian-Eskimo,Female,United-States,<=50K
60,Private,HS,Married-civ-spouse,Asian-Pac-Islander,Male,United-States,<=50K
54,Self-employed,Middleschool,Married-civ-spouse,White,Male,United-States,>50K
37,Private,Bachelors,Never-married,Black,Male,United-States,>50K
50,Private,Associate,Divorced,White,Female,United-States,<=50K
38,Private,Bachelors,Married-civ-spouse,White,Male,Poland,<=50K
45,Private,Bachelors,Married-civ-spouse,White,Male,United-States,<=50K
25,Private,HS,Never-married,White,Male,United-States,<=50K
31,Private,College-drop-out,Married-civ-spouse,White,Male,United-States,<=50K
90,Private,HS,Never-married,Black,Male,United-States,<=50K
54,Private,HS,Married-civ-spouse,Black,Male,United-States,<=50K
53,Government,Preschool,Never-married,White,Female,United-States,<=50K
18,Private,HS,Never-married,White,Female,United-States,<=50K
66,Self-employed,HS,Married-civ-spouse,White,Male,United-States,<=50K
75,Private,Associate,Widowed,White,Female,Columbia,<=50K
65,Private,HS,Divorced,White,Female,United-States,<=50K
35,Private,HS,Separated,Black,Male,United-States,<=50K
41,Private,HS,Divorced,Black,Female,United-States,<=50K
25,Private,College-drop-out,Never-married,White,Male,United-States,<=50K
33,Private,College-drop-out,Divorced,Other,Female,United-States,<=50K
28,Private,Prof-school,Never-married,White,Male,United-States,>50K
59,Government,HS,Married-civ-spouse,White,Male,United-States,<=50K
40,Government,College-drop-out,Never-married,White,Female,United-States,<=50K
41,Private,Bachelors,Married-civ-spouse,White,Male,Iran,>50K
38,Government,Masters,Married-civ-spouse,White,Male,United-States,>50K
23,Private,HS,Never-married,White,Male,United-States,<=50K
40,Private,Bachelors,Married-civ-spouse,White,Male,United-States,>50K
41,Self-employed,HS,Married-civ-spouse,White,Female,United-States,<=50K
24,Government,Associate,Married-civ-spouse,White,Male,United-States,<=50K
38,Private,College-drop-out,Divorced,White,Male,United-States,<=50K
58,Private,HS,Married-civ-spouse,White,Male,United-States,>50K
32,Private,HS,Never-married,White,Female,United-States,<=50K
40,Private,Associate,Married-civ-spouse,White,Male,United-States,>50K
41,Private,Prof-school,Married-civ-spouse,White,Female,United-States,>50K
42,Private,Bachelors,Married-civ-spouse,Black,Female,United-States,<=50K
59,Government,HS,Widowed,Black,Female,United-States,<=50K
19,Government,College-drop-out,Never-married,White,Male,United-States,<=50K
58,Private,College-drop-out,Never-married,White,Male,United-States,<=50K
42,Self-employed,HS,Married-civ-spouse,Asian-Pac-Islander,Male,Cambodia,>50K
20,Private,HS,Never-married,White,Female,United-States,<=50K
32,Private,HS,Separated,White,Female,United-States,<=50K
45,Private,Associate,Widowed,White,Female,United-States,<=50K
50,Private,Middleschool,Divorced,White,Male,United-States,<=50K
36,Private,Bachelors,Divorced,White,Female,United-States,<=50K
45,Private,HS,Married-civ-spouse,White,Male,United-States,<=50K
17,Private,HS,Never-married,White,Male,United-States,<=50K
59,Private,College-drop-out,Married-civ-spouse,White,Male,United-States,<=50K
26,Private,HS,Married-civ-spouse,White,Male,United-States,<=50K
37,Self-employed,College-drop-out,Married-civ-spouse,Asian-Pac-Islander,Male,Thailand,>50K
64,Private,HS,Married-civ-spouse,White,Male,United-States,>50K
33,Private,Bachelors,Never-married,White,Female,United-States,<=50K
33,Private,HS,Married-civ-spouse,White,Female,United-States,>50K
61,Private,HS,Married-civ-spouse,White,Male,United-States,>50K
17,Private,HS,Never-married,White,Male,United-States,<=50K
